# x,y
9.647728163911668819e-02,7.832945957824666294e-02
7.377641374492067972e-02,6.300623399335689157e-02
6.718348572140687980e-02,7.040802962433934109e-02
7.037632614434562173e-02,6.341238705080694260e-02
5.417596982697817781e-02,8.706943780392710497e-02
2.442490654175344389e-14,1.187938636348917498e-14
6.029534620381201727e-03,2.604141101450462362e-02
1.776356839400250465e-14,2.220446049250313081e-15
8.499868531492686674e-02,6.883658551222524014e-02
4.982268884112177332e-02,6.950349587170968901e-02
8.079335884268668000e-02,6.976240756571486235e-02
7.149311964342364156e-02,5.027360511246294072e-02
6.963765796166584976e-02,6.471363610794185484e-02
6.078842755548639204e-02,9.336143209947482535e-02
7.283913581202089427e-02,7.095493947109908495e-02
7.842445626261004832e-02,7.114349217526491631e-02
7.704902302808958048e-02,8.281837349830770134e-02
9.637111478964766054e-02,8.504757437073640070e-02
3.439158389001183425e-01,9.707686278220065135e-02
2.076494644008812229e-01,1.051953178510365849e-01
1.301850450455245556e-01,7.169929328754383324e-02
1.455284048421747745e-01,8.264703055762985529e-02
1.204386494301393079e-01,6.722912010780446312e-02
1.318244138894461015e-01,8.518665175665755818e-02
1.512511426608333098e-01,1.038626315026717623e-01
4.570470467509821222e-02,2.373666847165532487e-02
1.449013274455207001e-01,1.016771217512883740e-01
1.698131755553657640e-01,1.141388130195557515e-01
9.166632830904571094e-02,7.978557947855129118e-02
1.179170763081985596e-01,1.731308576567845703e-01
1.677709985039989027e-01,1.363162425980372627e-01
1.804383401082149396e-01,1.337633162984312729e-01
2.061849288253570500e-01,1.666387531433367875e-01
1.817617198238953014e-01,1.361966904088551256e-01
1.866951402351080536e-01,1.280551233076174245e-01
1.750376256037000922e-01,1.241931986547104988e-01
1.843542147041895563e-01,1.177503523582994621e-01
2.008769235707982825e-01,1.370265130020513755e-01
1.696659861951254622e-01,1.047101745932904893e-01
2.047243986082299128e-01,1.159863097445040930e-01
1.917411476729689035e-01,1.101841965827463077e-01
1.883766186015827793e-01,1.098761576098173515e-01
1.236232095207442511e-01,1.043143841026954455e-01
1.812253601778458789e-01,1.116019781087490143e-01
1.758660488800635191e-01,1.080334789323016409e-01
3.160101218673190826e-01,3.756275589121945563e-02
1.960786662929290824e-01,1.022073467867817276e-01
2.195912468387254679e-01,9.581893151910869655e-02
2.070181779089059204e-01,1.002033858771294444e-01
2.000783499996372505e-01,9.990951362163219551e-02
1.575252783796765588e-01,7.825094239959948239e-02
2.233766833753551562e-01,1.042443779433844669e-01
2.205623640191251289e-01,1.068771175565165349e-01
2.933570474558272467e-01,1.283937355080596032e-01
2.252493723735715658e-01,9.115981790087906989e-02
2.858990473524237186e-01,1.090574085909606361e-01
2.698505825737645414e-01,1.088732017386217221e-01
2.779301063152228024e-01,1.110810893017409873e-01
2.685835602199107552e-01,1.086497404830317065e-01
2.415876573305208719e-01,1.114214512657762252e-01
2.143360045044930273e-01,9.926392028412403534e-02
2.022568882622433062e-01,1.073714299598096111e-01
2.098615471769832985e-01,1.060504387845217500e-01
2.249272478629531502e-01,9.573264619191046432e-02
2.307817805513283360e-01,1.035283555870138983e-01
2.325027545701991438e-01,9.294097531396647294e-02
1.107530720502942767e-01,4.111653981576088301e-02
1.366506680912684957e-01,7.606160793404262432e-02
1.959976089570176494e-01,7.312531387277329542e-02
2.338193690968451977e-01,8.611243967216312967e-02
1.747681262753664755e-01,6.615451714648783177e-02
2.888441382030474402e-01,6.965582901523886816e-02
2.238430951820479520e-01,6.125797219287867218e-02
2.335558314501790800e-01,7.522485142314370987e-02
2.500915281381698718e-01,8.017037875133578573e-02
2.703036795429965000e-01,7.706918669669894639e-02
2.206508796025950514e-01,6.870021322884942161e-02
2.238529297231027504e-01,6.530390544907849204e-02
2.675097230389014702e-01,6.518741153602523875e-02
2.383497890224704208e-01,6.639700686775981686e-02
2.771514301074171627e-01,6.353218496939688764e-02
2.040477399438933859e-01,4.978458494795447165e-02
2.499804292799442662e-01,5.605703282162591977e-02
2.657178367272822750e-01,4.929440330373074247e-02
2.994974877877904507e-01,5.091392955585439389e-02
2.712772596283546944e-01,4.956415786169408172e-02
2.739759133535383806e-01,5.195335518620225468e-02
2.904599026552697749e-01,5.329236708967135389e-02
2.775768260827771172e-01,5.717026576704770796e-02
2.842588881390588074e-01,6.318900804556774886e-02
2.560591069961197230e-01,5.859083362943269535e-02
3.080253989108723278e-01,6.549022571370445578e-02
2.960719289141284793e-01,4.941342884074546860e-02
3.022986539779412007e-01,6.231391330356313152e-02
2.906164445159839516e-01,5.551585795399845841e-02
3.229296393882582494e-01,5.462790743869883059e-02
2.872778131342836327e-01,5.432036842370044361e-02
3.119323666274898543e-01,6.342055416172169557e-02
3.080306978279915842e-01,6.750584539112544635e-02
3.166073274409146321e-01,6.391461186916266857e-02
