# x,y
3.903099754719005499e-02,6.373117704394187788e-02
6.098141862511053529e-02,6.006836203489174936e-02
6.972978746708489994e-02,5.947852119180489783e-02
6.937343052439833013e-02,6.709749604187489891e-02
4.811004448256793464e-02,6.096955781323637469e-02
7.146995498227171062e-02,8.591828269994808420e-02
1.820765760385256726e-14,2.420286193682841258e-14
2.485077762945997817e-02,1.923443177552835309e-02
6.492967529028170759e-02,7.485358069189977648e-02
5.503025603027399126e-02,9.966055223689311571e-02
4.569683556665073143e-02,7.570326623846766745e-02
7.100285195823768936e-02,8.651200795229485943e-03
6.949805779252904436e-02,8.377652122433840165e-02
8.618985161423881047e-02,6.630613942309401820e-02
6.552530194283494314e-02,6.185708443704514281e-02
6.364642380659475684e-02,6.366988137894340205e-02
7.127778440153401118e-02,5.701976125354881603e-02
6.758130512073134977e-02,6.930184788944650232e-02
7.618985268292391422e-02,7.558180666576602702e-02
5.028998883986422752e-02,4.315668079165244780e-02
3.783895933112615961e-02,1.797309995788115219e-02
4.826494121832049927e-02,7.738594589517712452e-02
6.105646813672771511e-02,6.452051943131519030e-02
7.351743468091637146e-02,8.532821993790298820e-02
4.817681006336209382e-02,4.567573296803575239e-02
8.650814810218424022e-02,6.726215225715893864e-02
6.291745171611999587e-02,6.186136912884185324e-02
6.288061634796821009e-02,6.098060583104984722e-02
7.731292689925557682e-02,5.310573847037920736e-02
7.916695048697162951e-02,6.361477836415735387e-02
7.478837081728752223e-02,5.477062801810635151e-02
1.161924504164390387e-01,3.710892519855430588e-02
7.297878361220674903e-02,7.221631464577121795e-02
2.844897890317993339e-02,3.204792384689295059e-02
8.101760585589869168e-02,6.999412989767278548e-02
7.569550248733862563e-02,6.182065428780440103e-02
7.777815342156615963e-02,6.899878539749652873e-02
4.510205170806964176e-02,7.092914088059691646e-02
5.898305901620379266e-02,6.489821191433889358e-02
6.722955696450572116e-02,7.993107404719816678e-02
6.314300907614857350e-02,8.688901657387793076e-02
4.721133272129957731e-02,8.428326691751002187e-02
4.495859527195599642e-02,7.289279250478088168e-02
3.262025354521583265e-02,3.714037430258570333e-02
1.730916355964252223e-02,6.973631804871405215e-02
6.786257653060609463e-02,5.985308621736614570e-02
2.716246776492331136e-02,3.694210909474598264e-02
6.408876261780101224e-02,7.230444839127073142e-02
8.088202250048212583e-02,9.605465035950412622e-02
9.128498343001728577e-02,8.738047438336427053e-02
6.403998724093638850e-02,5.692085244826053381e-02
1.383107756985858978e-02,3.393976142961455111e-02
6.755509301307426051e-02,8.177337492829286902e-02
7.053016445281708180e-02,5.707729863909822426e-02
6.351284375621125966e-02,7.664323739879659592e-02
8.740547317277620742e-02,1.038817446555057311e-01
5.900478220443417660e-02,7.020147375037948112e-02
6.409743355106803202e-03,2.412275178751867224e-03
3.403981724871167625e-02,4.944701716305661965e-02
9.018359148684081117e-02,7.528005733879877814e-02
8.213715767474981388e-02,8.075953744128572254e-02
6.864738153929691999e-02,6.463017559266227841e-02
7.084977566837616370e-02,4.972440820240590920e-02
5.826048371859817582e-02,6.036859319075896235e-02
7.280747581582426575e-02,6.390349000343617525e-02
6.073065223704043197e-02,6.288261132141970133e-02
5.928566006871386490e-02,8.536176251258675851e-02
5.667827161024275445e-02,6.829549633349471516e-02
6.167288623181044899e-02,8.206451798073084725e-02
6.793593372688799814e-02,6.334984137105326152e-02
6.575525363772526111e-02,8.440369734464986395e-02
6.770566700591110210e-02,9.551431243574431962e-02
7.227657122611103047e-02,7.140700710256969730e-02
8.616493093201822717e-02,2.867969176158370950e-02
1.050485997196874827e-01,1.143637389752037298e-01
8.336097256545950407e-02,1.027710505096818550e-01
5.153774542172809281e-02,1.056429872526726266e-01
8.071744895371484041e-02,9.049567115280618412e-02
9.578924390814927414e-02,8.692352121995651493e-02
7.749084602692646317e-02,9.177744373222938845e-02
6.076428000278627506e-02,7.406460118747608401e-02
8.556986796336391032e-02,1.117948496799737318e-01
8.986836746268463127e-02,1.075958483843711955e-01
8.512117317730197308e-02,1.261904860491093738e-01
7.295109734261948087e-02,1.065799008689211902e-01
6.292017549639654372e-02,9.387982495910739134e-02
5.752084354203659128e-02,5.382722582213506080e-02
7.514948888188574538e-02,7.608674490064717966e-02
6.968842209170979241e-02,1.117747609591939334e-01
8.229467378819575740e-02,1.050397524920416437e-01
1.426187212970421621e-02,1.478344690228549155e-02
7.945001717668050134e-02,8.066254052153451481e-02
6.132878711712115571e-02,8.544382560288085737e-02
1.323301642735621175e-01,9.559435568428505114e-02
1.788695506519344045e-02,4.395046076742190055e-02
6.912789215235623508e-02,6.851073738100096899e-02
3.773111234337545722e-02,7.068005855900856560e-02
5.917184972170205781e-02,8.048736374431136875e-02
4.156192392091358212e-02,1.146400320700778352e-01
6.183189203169680431e-02,6.371553457482746763e-02
