# b0,b1,b2,b3
4.079001380412570654e+00,3.111124617813219917e+00,4.256820684877265393e+00,2.812550930435051555e+00
5.321936542165413009e+00,1.931239612629483737e+00,4.174955512465815310e+00,3.504660683456416237e+00
5.325636187792902376e+00,1.627246561439936734e+00,4.525309065157731681e+00,3.531527702574003058e+00
5.833056860845223568e+00,1.314741598056759830e+00,4.048994742763645682e+00,4.134298843797256318e+00
6.241841320936901027e+00,1.639035837467573975e+00,5.651407005271976480e+00,3.521366658493885637e+00
6.772025480312923840e+00,1.340432053728304540e+00,5.714034521221357465e+00,3.799448912551322444e+00
6.173024743539058612e+00,2.130581435292375314e+00,5.894722446328394483e+00,2.851887484786754801e+00
5.607809863074152190e+00,2.026375668945502806e+00,5.326588426468075177e+00,3.203825699502569790e+00
4.515699875622352977e+00,3.008301091070310740e+00,4.948067942048277601e+00,2.375520320551852027e+00
4.572728828759800912e+00,3.546019573927580826e+00,5.486109163308326764e+00,2.013645376739082060e+00
5.468178097996532649e+00,3.361445170909895364e+00,6.234836780596697103e+00,1.806175157036745249e+00
5.418322855012918993e+00,4.110004280611454064e+00,6.691417090778144505e+00,9.782907684582363705e-01
4.316166124290680806e+00,4.644761167741137342e+00,6.115054029197197316e+00,9.291642819922600882e-01
5.267230022735823525e+00,4.607043499355958360e+00,6.980171553839886300e+00,4.529694028388352445e-01
4.741277333558455709e+00,5.002870434752543005e+00,6.855741726445013562e+00,2.767694312144340918e-01
4.248893557604230153e+00,5.369348042311818503e+00,6.816143004283870432e+00,8.515194412202398144e-01
4.582074201797476043e+00,5.331112499188718878e+00,7.312613739438526217e+00,6.618062099038214408e-01
4.333118344799092192e+00,5.060907336739889573e+00,6.446904548367598409e+00,8.139910502979779139e-01
5.090828338675584597e+00,4.932164150134561886e+00,6.803503361335619282e+00,7.998597908103352583e-02
3.881939885564789972e+00,5.405002437977055152e+00,6.674438455589094765e+00,9.107987654057329019e-01
4.663442803325986041e+00,5.718135131894239720e+00,7.470006269363793194e+00,9.521281167232555909e-01
4.669196120208300549e+00,5.395255192973985814e+00,7.184146162199921193e+00,4.603461274142771620e-01
4.750132496802450532e+00,5.910264931212419803e+00,7.397286027544804909e+00,7.814312047610836309e-01
4.324391967323904851e+00,5.686915063845836116e+00,7.129876115846544238e+00,8.448815655116769241e-01
4.727442070357342985e+00,5.971282059848411095e+00,7.463104276297317874e+00,9.721110430844654982e-01
5.132567826869729011e+00,5.692511935487329922e+00,7.870652284108412111e+00,7.882652115042635410e-01
5.282584910667115885e+00,6.399790757674892028e+00,7.989646195638653303e+00,1.290556116612883164e+00
5.353138462241407325e+00,5.725382339172525370e+00,7.607153341357840937e+00,6.091524435758592926e-01
6.416601148435201907e+00,5.278489626262033774e+00,8.362753225458984474e+00,1.423178405377155897e+00
6.069337168898718105e+00,6.282757706988173929e+00,8.462548033810715964e+00,1.416341491309270006e+00
5.262813766401810867e+00,5.972505135364335693e+00,8.072446368951833762e+00,1.248102773047204295e+00
5.334934906919657216e+00,6.753656774693591380e+00,8.440142856075324218e+00,1.718124947085811760e+00
6.107530429112776105e+00,6.723407393346685801e+00,9.141642660461334557e+00,1.926944798431265982e+00
6.214622145228697825e+00,6.101204672405841301e+00,8.593048262056189657e+00,1.492459796936845384e+00
5.979144893679890771e+00,6.277939804907531673e+00,8.378560540109644350e+00,1.345126120887970123e+00
5.355001086288316614e+00,5.769616079794228192e+00,7.999423889887584238e+00,9.466801903945869512e-01
6.193423117810413103e+00,6.542167065127901360e+00,8.835377391377065237e+00,2.155203035628696195e+00
6.785561208447676407e+00,7.247691489142369825e+00,9.474676951724285701e+00,2.530421761637360767e+00
5.674681071562698520e+00,6.928867020543616029e+00,8.670603413650688651e+00,1.934042693315846773e+00
5.580319827724001591e+00,6.866245399737948674e+00,8.475749440037327886e+00,1.907783593227031727e+00
4.966729968354762548e+00,7.075840585044186781e+00,8.369876260712709737e+00,2.187435648887491979e+00
3.974362216237331324e+00,5.615234254901436017e+00,6.868244123479447794e+00,1.383217329866381240e+00
3.734214037520069862e+00,5.965681099323646208e+00,6.692738935849097182e+00,1.686445653765848762e+00
4.025854431800929056e+00,6.413362460617490157e+00,7.441727203642839683e+00,1.454398235526499272e+00
4.786757849922274488e+00,5.668380022490516090e+00,7.339809909694957391e+00,6.907898939339349731e-01
3.505959525822774037e+00,5.744959529635099038e+00,6.325587902104464533e+00,1.527151975618885382e+00
4.500525921825831333e+00,5.402888357119965512e+00,7.183185893464674621e+00,6.703650167441427277e-01
4.449662427982405077e+00,6.140980162319070956e+00,7.504042904925188218e+00,1.533163578833048213e+00
3.142901334353031650e+00,6.115174824265696252e+00,6.929484284979939623e+00,2.232462632507388189e+00
3.446712876823970984e+00,5.266098762415313495e+00,6.407075967250599469e+00,1.553761130085990816e+00
2.599238417707208093e+00,5.887789607083245613e+00,5.917281408821673416e+00,2.247436163253979657e+00
3.134756053044120527e+00,7.079103632221703357e+00,7.047859142080883821e+00,2.925391040781965657e+00
2.565831952100143809e+00,7.278498623054194816e+00,7.221748764108347984e+00,3.491667031314480862e+00
1.828547027066591779e+00,6.811803799246916924e+00,6.088616926935083384e+00,3.340825602701544383e+00
2.289055221648166771e+00,6.619828025218642331e+00,6.411499899932588953e+00,3.179276179489931575e+00
